Año;Mes;Moneda;Partida;Nombre Partida;Subtítulo;Nombre Subtítulo;Ejecución de OCTUBRE;Ejecución a OCTUBRE
2023;Octubre;PESOS;14;MINISTERIO DE BIENES NACIONALES;06;RENTAS DE LA PROPIEDAD;3.031.390;62.271.827
2023;Octubre;PESOS;14;MINISTERIO DE BIENES NACIONALES;08;OTROS INGRESOS CORRIENTES;231.501;3.175.267
2023;Octubre;PESOS;14;MINISTERIO DE BIENES NACIONALES;09;APORTE FISCAL;0;592.815
2023;Octubre;PESOS;14;MINISTERIO DE BIENES NACIONALES;10;VENTA DE ACTIVOS NO FINANCIEROS;207.850;8.247.085
2023;Octubre;PESOS;14;MINISTERIO DE BIENES NACIONALES;12;RECUPERACIÓN DE PRÉSTAMOS;8.278;6.384.107
2023;Octubre;PESOS;14;MINISTERIO DE BIENES NACIONALES;21;GASTOS EN PERSONAL;1.604.373;18.881.090
2023;Octubre;PESOS;14;MINISTERIO DE BIENES NACIONALES;22;BIENES Y SERVICIOS DE CONSUMO;336.078;3.436.142
2023;Octubre;PESOS;14;MINISTERIO DE BIENES NACIONALES;23;PRESTACIONES DE SEGURIDAD SOCIAL;0;473.279
2023;Octubre;PESOS;14;MINISTERIO DE BIENES NACIONALES;24;TRANSFERENCIAS CORRIENTES;55.926;481.763
2023;Octubre;PESOS;14;MINISTERIO DE BIENES NACIONALES;25;INTEGROS AL FISCO;1.181.661;21.412.254
2023;Octubre;PESOS;14;MINISTERIO DE BIENES NACIONALES;26;OTROS GASTOS CORRIENTES;6.604;6.604
2023;Octubre;PESOS;14;MINISTERIO DE BIENES NACIONALES;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;654;299.981
2023;Octubre;PESOS;14;MINISTERIO DE BIENES NACIONALES;32;PRÉSTAMOS;0;115.906
2023;Octubre;PESOS;14;MINISTERIO DE BIENES NACIONALES;33;TRANSFERENCIAS DE CAPITAL;3.292.671;42.435.682
2023;Octubre;PESOS;14;MINISTERIO DE BIENES NACIONALES;34;SERVICIO DE LA DEUDA;0;1.046.237
2023;Octubre;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;04;IMPOSICIONES PREVISIONALES;50.346.690;506.610.531
2023;Octubre;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;05;TRANSFERENCIAS CORRIENTES;4.375.685;46.866.043
2023;Octubre;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;06;RENTAS DE LA PROPIEDAD;880.927;12.428.778
2023;Octubre;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;07;INGRESOS DE OPERACIÓN;497.773;4.358.464
2023;Octubre;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;08;OTROS INGRESOS CORRIENTES;7.526.885;88.910.920
2023;Octubre;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;09;APORTE FISCAL;1.091.836.540;11.710.268.014
2023;Octubre;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;10;VENTA DE ACTIVOS NO FINANCIEROS;0;15.725
2023;Octubre;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;11;VENTA DE ACTIVOS FINANCIEROS;0;146.824.337
2023;Octubre;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;12;RECUPERACIÓN DE PRÉSTAMOS;11.119.785;104.015.296
2023;Octubre;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;21;GASTOS EN PERSONAL;17.184.747;207.795.695
2023;Octubre;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;22;BIENES Y SERVICIOS DE CONSUMO;12.584.085;118.886.431
2023;Octubre;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;23;PRESTACIONES DE SEGURIDAD SOCIAL;984.225.929;10.092.914.007
2023;Octubre;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;24;TRANSFERENCIAS CORRIENTES;137.705.407;1.760.212.083
2023;Octubre;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;25;INTEGROS AL FISCO;1.236.078;7.135.774
2023;Octubre;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;26;OTROS GASTOS CORRIENTES;28.176;2.859.413
2023;Octubre;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;325.918;2.947.583
2023;Octubre;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;30;ADQUISICIÓN DE ACTIVOS FINANCIEROS;0;30.000.000
2023;Octubre;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;32;PRÉSTAMOS;4.974.082;112.458.314
2023;Octubre;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;34;SERVICIO DE LA DEUDA;26.371.986;67.369.133
2023;Octubre;PESOS;16;MINISTERIO DE SALUD;04;IMPOSICIONES PREVISIONALES;219.885.424;2.146.460.241
2023;Octubre;PESOS;16;MINISTERIO DE SALUD;05;TRANSFERENCIAS CORRIENTES;35.461.520;281.125.752
2023;Octubre;PESOS;16;MINISTERIO DE SALUD;06;RENTAS DE LA PROPIEDAD;68.634;823.523
2023;Octubre;PESOS;16;MINISTERIO DE SALUD;07;INGRESOS DE OPERACIÓN;15.925.621;159.762.125
2023;Octubre;PESOS;16;MINISTERIO DE SALUD;08;OTROS INGRESOS CORRIENTES;13.634.230;147.757.161
2023;Octubre;PESOS;16;MINISTERIO DE SALUD;09;APORTE FISCAL;1.054.346.486;9.487.425.702
2023;Octubre;PESOS;16;MINISTERIO DE SALUD;12;RECUPERACIÓN DE PRÉSTAMOS;-407.854;834.931.833
2023;Octubre;PESOS;16;MINISTERIO DE SALUD;13;TRANSFERENCIAS PARA GASTOS DE CAPITAL;0;9.594.330
2023;Octubre;PESOS;16;MINISTERIO DE SALUD;21;GASTOS EN PERSONAL;382.755.544;4.341.270.625
2023;Octubre;PESOS;16;MINISTERIO DE SALUD;22;BIENES Y SERVICIOS DE CONSUMO;285.841.585;2.743.995.568
2023;Octubre;PESOS;16;MINISTERIO DE SALUD;23;PRESTACIONES DE SEGURIDAD SOCIAL;112.463.534;1.093.386.883
2023;Octubre;PESOS;16;MINISTERIO DE SALUD;24;TRANSFERENCIAS CORRIENTES;330.218.084;3.032.786.748
2023;Octubre;PESOS;16;MINISTERIO DE SALUD;25;INTEGROS AL FISCO;6.647.094;196.505.406
2023;Octubre;PESOS;16;MINISTERIO DE SALUD;26;OTROS GASTOS CORRIENTES;2.229.362;31.055.587
2023;Octubre;PESOS;16;MINISTERIO DE SALUD;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;3.519.524;21.645.626
2023;Octubre;PESOS;16;MINISTERIO DE SALUD;31;INICIATIVAS DE INVERSIÓN;28.424.325;260.057.269
2023;Octubre;PESOS;16;MINISTERIO DE SALUD;32;PRÉSTAMOS;16.255.147;48.513.455
2023;Octubre;PESOS;16;MINISTERIO DE SALUD;33;TRANSFERENCIAS DE CAPITAL;0;101.908.296
2023;Octubre;PESOS;16;MINISTERIO DE SALUD;34;SERVICIO DE LA DEUDA;-17.428;508.164.823
2023;Octubre;PESOS;17;MINISTERIO DE MINERÍA;05;TRANSFERENCIAS CORRIENTES;1.957;546.973
2023;Octubre;PESOS;17;MINISTERIO DE MINERÍA;07;INGRESOS DE OPERACIÓN;203.377;524.252
2023;Octubre;PESOS;17;MINISTERIO DE MINERÍA;08;OTROS INGRESOS CORRIENTES;50.687;719.037
2023;Octubre;PESOS;17;MINISTERIO DE MINERÍA;09;APORTE FISCAL;3.628.362;38.333.246
2023;Octubre;PESOS;17;MINISTERIO DE MINERÍA;12;RECUPERACIÓN DE PRÉSTAMOS;-5.526;236.965
2023;Octubre;PESOS;17;MINISTERIO DE MINERÍA;21;GASTOS EN PERSONAL;1.792.783;22.088.686
2023;Octubre;PESOS;17;MINISTERIO DE MINERÍA;22;BIENES Y SERVICIOS DE CONSUMO;461.623;4.781.660
2023;Octubre;PESOS;17;MINISTERIO DE MINERÍA;23;PRESTACIONES DE SEGURIDAD SOCIAL;0;230.454
2023;Octubre;PESOS;17;MINISTERIO DE MINERÍA;24;TRANSFERENCIAS CORRIENTES;605.383;8.419.745
2023;Octubre;PESOS;17;MINISTERIO DE MINERÍA;25;INTEGROS AL FISCO;31.182;484.401
2023;Octubre;PESOS;17;MINISTERIO DE MINERÍA;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;14.991;399.184
2023;Octubre;PESOS;17;MINISTERIO DE MINERÍA;33;TRANSFERENCIAS DE CAPITAL;0;1.483.273
2023;Octubre;PESOS;17;MINISTERIO DE MINERÍA;34;SERVICIO DE LA DEUDA;0;3.418.919
2023;Octubre;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;05;TRANSFERENCIAS CORRIENTES;57.082;570.831
2023;Octubre;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;06;RENTAS DE LA PROPIEDAD;87.333;919.996
2023;Octubre;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;07;INGRESOS DE OPERACIÓN;381.528;4.484.828
2023;Octubre;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;08;OTROS INGRESOS CORRIENTES;1.230.272;29.570.024
2023;Octubre;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;09;APORTE FISCAL;234.161.837;2.680.213.152
2023;Octubre;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;12;RECUPERACIÓN DE PRÉSTAMOS;38.038.485;423.456.790
2023;Octubre;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;13;TRANSFERENCIAS PARA GASTOS DE CAPITAL;165.963;5.893.592
2023;Octubre;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;21;GASTOS EN PERSONAL;12.619.326;153.548.235
2023;Octubre;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;22;BIENES Y SERVICIOS DE CONSUMO;2.186.327;17.367.732
2023;Octubre;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;23;PRESTACIONES DE SEGURIDAD SOCIAL;382.942;1.950.702
2023;Octubre;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;24;TRANSFERENCIAS CORRIENTES;0;543.918
2023;Octubre;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;25;INTEGROS AL FISCO;733.351;2.777.637
2023;Octubre;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;26;OTROS GASTOS CORRIENTES;443.203;6.735.968
2023;Octubre;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;173.114;6.101.889
2023;Octubre;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;31;INICIATIVAS DE INVERSIÓN;24.499.561;243.066.344
2023;Octubre;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;32;PRÉSTAMOS;77.795.610;716.395.254
2023;Octubre;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;33;TRANSFERENCIAS DE CAPITAL;181.519.924;2.024.875.714
2023;Octubre;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;34;SERVICIO DE LA DEUDA;0;26.577.009
2023;Octubre;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;05;TRANSFERENCIAS CORRIENTES;2.366.819;14.126.073
2023;Octubre;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;07;INGRESOS DE OPERACIÓN;102.886;1.018.711
2023;Octubre;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;08;OTROS INGRESOS CORRIENTES;394.398;1.960.812
2023;Octubre;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;09;APORTE FISCAL;109.973.238;1.174.360.107
2023;Octubre;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;10;VENTA DE ACTIVOS NO FINANCIEROS;0;28.712
2023;Octubre;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;12;RECUPERACIÓN DE PRÉSTAMOS;0;57.450
2023;Octubre;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;21;GASTOS EN PERSONAL;3.832.683;42.945.387
2023;Octubre;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;22;BIENES Y SERVICIOS DE CONSUMO;1.196.004;10.174.350
2023;Octubre;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;23;PRESTACIONES DE SEGURIDAD SOCIAL;72.254;557.956
2023;Octubre;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;24;TRANSFERENCIAS CORRIENTES;96.926.007;1.041.914.977
2023;Octubre;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;25;INTEGROS AL FISCO;14.914;10.444.409
2023;Octubre;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;26;OTROS GASTOS CORRIENTES;0;898
2023;Octubre;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;316.705;916.447
2023;Octubre;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;31;INICIATIVAS DE INVERSIÓN;4.653.946;22.058.163
2023;Octubre;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;33;TRANSFERENCIAS DE CAPITAL;4.231.768;5.015.187
2023;Octubre;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;34;SERVICIO DE LA DEUDA;-39.139;62.273.892
2023;Octubre;PESOS;20;MINISTERIO SECRETARÍA GENERAL DE GOBIERNO;05;TRANSFERENCIAS CORRIENTES;0;4.582.763
2023;Octubre;PESOS;20;MINISTERIO SECRETARÍA GENERAL DE GOBIERNO;08;OTROS INGRESOS CORRIENTES;18.680;394.660
2023;Octubre;PESOS;20;MINISTERIO SECRETARÍA GENERAL DE GOBIERNO;09;APORTE FISCAL;2.524.139;31.438.831
2023;Octubre;PESOS;20;MINISTERIO SECRETARÍA GENERAL DE GOBIERNO;10;VENTA DE ACTIVOS NO FINANCIEROS;0;9.019
2023;Octubre;PESOS;20;MINISTERIO SECRETARÍA GENERAL DE GOBIERNO;21;GASTOS EN PERSONAL;1.251.343;14.893.425
2023;Octubre;PESOS;20;MINISTERIO SECRETARÍA GENERAL DE GOBIERNO;22;BIENES Y SERVICIOS DE CONSUMO;283.105;2.644.759
2023;Octubre;PESOS;20;MINISTERIO SECRETARÍA GENERAL DE GOBIERNO;23;PRESTACIONES DE SEGURIDAD SOCIAL;0;194.563
2023;Octubre;PESOS;20;MINISTERIO SECRETARÍA GENERAL DE GOBIERNO;24;TRANSFERENCIAS CORRIENTES;972.547;8.250.861
2023;Octubre;PESOS;20;MINISTERIO SECRETARÍA GENERAL DE GOBIERNO;25;INTEGROS AL FISCO;8.569.763;8.829.588
2023;Octubre;PESOS;20;MINISTERIO SECRETARÍA GENERAL DE GOBIERNO;26;OTROS GASTOS CORRIENTES;0;19.363
2023;Octubre;PESOS;20;MINISTERIO SECRETARÍA GENERAL DE GOBIERNO;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;37.370;232.510
2023;Octubre;PESOS;20;MINISTERIO SECRETARÍA GENERAL DE GOBIERNO;34;SERVICIO DE LA DEUDA;21.802;5.011.649
2023;Octubre;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;05;TRANSFERENCIAS CORRIENTES;71.865;1.806.285
2023;Octubre;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;08;OTROS INGRESOS CORRIENTES;933.012;7.375.359
2023;Octubre;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;09;APORTE FISCAL;94.439.061;1.035.247.388
2023;Octubre;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;10;VENTA DE ACTIVOS NO FINANCIEROS;0;20.678
2023;Octubre;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;12;RECUPERACIÓN DE PRÉSTAMOS;0;1.889.283
2023;Octubre;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;21;GASTOS EN PERSONAL;12.415.038;144.183.760
2023;Octubre;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;22;BIENES Y SERVICIOS DE CONSUMO;3.941.502;30.042.048
2023;Octubre;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;23;PRESTACIONES DE SEGURIDAD SOCIAL;276.225;682.247
2023;Octubre;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;24;TRANSFERENCIAS CORRIENTES;64.239.579;718.266.137
2023;Octubre;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;25;INTEGROS AL FISCO;22.969;1.484.821
2023;Octubre;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;26;OTROS GASTOS CORRIENTES;0;72.898
2023;Octubre;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;1.410.651;3.281.958
2023;Octubre;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;33;TRANSFERENCIAS DE CAPITAL;20.696.812;83.205.173
2023;Octubre;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;34;SERVICIO DE LA DEUDA;126.360;90.454.302
2023;Octubre;PESOS;22;MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA DE LA REPÚBLICA;08;OTROS INGRESOS CORRIENTES;43.296;200.873
2023;Octubre;PESOS;22;MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA DE LA REPÚBLICA;09;APORTE FISCAL;1.506.459;16.176.481
2023;Octubre;PESOS;22;MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA DE LA REPÚBLICA;12;RECUPERACIÓN DE PRÉSTAMOS;0;402.677
2023;Octubre;PESOS;22;MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA DE LA REPÚBLICA;21;GASTOS EN PERSONAL;1.172.007;12.353.611
2023;Octubre;PESOS;22;MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA DE LA REPÚBLICA;22;BIENES Y SERVICIOS DE CONSUMO;394.675;2.619.130
2023;Octubre;PESOS;22;MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA DE LA REPÚBLICA;23;PRESTACIONES DE SEGURIDAD SOCIAL;0;71.408
2023;Octubre;PESOS;22;MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA DE LA REPÚBLICA;24;TRANSFERENCIAS CORRIENTES;50.874;163.346
2023;Octubre;PESOS;22;MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA DE LA REPÚBLICA;25;INTEGROS AL FISCO;0;342.014
2023;Octubre;PESOS;22;MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA DE LA REPÚBLICA;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;476;131.559
2023;Octubre;PESOS;22;MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA DE LA REPÚBLICA;34;SERVICIO DE LA DEUDA;0;858.619
2023;Octubre;PESOS;23;MINISTERIO PÚBLICO;08;OTROS INGRESOS CORRIENTES;455.712;5.681.354
2023;Octubre;PESOS;23;MINISTERIO PÚBLICO;09;APORTE FISCAL;20.886.562;198.187.503
2023;Octubre;PESOS;23;MINISTERIO PÚBLICO;10;VENTA DE ACTIVOS NO FINANCIEROS;0;22.879
2023;Octubre;PESOS;23;MINISTERIO PÚBLICO;12;RECUPERACIÓN DE PRÉSTAMOS;0;441.242
2023;Octubre;PESOS;23;MINISTERIO PÚBLICO;21;GASTOS EN PERSONAL;15.247.579;169.542.661
2023;Octubre;PESOS;23;MINISTERIO PÚBLICO;22;BIENES Y SERVICIOS DE CONSUMO;3.951.423;30.228.511
2023;Octubre;PESOS;23;MINISTERIO PÚBLICO;23;PRESTACIONES DE SEGURIDAD SOCIAL;249.763;1.655.673
2023;Octubre;PESOS;23;MINISTERIO PÚBLICO;24;TRANSFERENCIAS CORRIENTES;15.240;547.304
2023;Octubre;PESOS;23;MINISTERIO PÚBLICO;25;INTEGROS AL FISCO;0;3.879
2023;Octubre;PESOS;23;MINISTERIO PÚBLICO;26;OTROS GASTOS CORRIENTES;0;64.098
2023;Octubre;PESOS;23;MINISTERIO PÚBLICO;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;5.369;741.342
2023;Octubre;PESOS;23;MINISTERIO PÚBLICO;31;INICIATIVAS DE INVERSIÓN;210.373;1.863.336
2023;Octubre;PESOS;23;MINISTERIO PÚBLICO;34;SERVICIO DE LA DEUDA;0;723.445
2023;Octubre;PESOS;24;MINISTERIO DE ENERGÍA;05;TRANSFERENCIAS CORRIENTES;682.255;1.138.843
2023;Octubre;PESOS;24;MINISTERIO DE ENERGÍA;06;RENTAS DE LA PROPIEDAD;0;302.257
2023;Octubre;PESOS;24;MINISTERIO DE ENERGÍA;07;INGRESOS DE OPERACIÓN;220.391;1.607.526
2023;Octubre;PESOS;24;MINISTERIO DE ENERGÍA;08;OTROS INGRESOS CORRIENTES;61.103;1.581.398
2023;Octubre;PESOS;24;MINISTERIO DE ENERGÍA;09;APORTE FISCAL;8.677.111;85.857.319
2023;Octubre;PESOS;24;MINISTERIO DE ENERGÍA;10;VENTA DE ACTIVOS NO FINANCIEROS;0;22.375
2023;Octubre;PESOS;24;MINISTERIO DE ENERGÍA;12;RECUPERACIÓN DE PRÉSTAMOS;-751;1.998.166
2023;Octubre;PESOS;24;MINISTERIO DE ENERGÍA;21;GASTOS EN PERSONAL;3.180.639;35.923.031
2023;Octubre;PESOS;24;MINISTERIO DE ENERGÍA;22;BIENES Y SERVICIOS DE CONSUMO;1.122.688;8.130.475
2023;Octubre;PESOS;24;MINISTERIO DE ENERGÍA;23;PRESTACIONES DE SEGURIDAD SOCIAL;0;714.099
2023;Octubre;PESOS;24;MINISTERIO DE ENERGÍA;24;TRANSFERENCIAS CORRIENTES;11.086.448;49.118.896
2023;Octubre;PESOS;24;MINISTERIO DE ENERGÍA;25;INTEGROS AL FISCO;0;2.531.713
2023;Octubre;PESOS;24;MINISTERIO DE ENERGÍA;26;OTROS GASTOS CORRIENTES;19.099;19.099
2023;Octubre;PESOS;24;MINISTERIO DE ENERGÍA;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;84.941;798.606
2023;Octubre;PESOS;24;MINISTERIO DE ENERGÍA;31;INICIATIVAS DE INVERSIÓN;0;202.044
2023;Octubre;PESOS;24;MINISTERIO DE ENERGÍA;33;TRANSFERENCIAS DE CAPITAL;0;3.449.148
2023;Octubre;PESOS;24;MINISTERIO DE ENERGÍA;34;SERVICIO DE LA DEUDA;0;7.952.587
2023;Octubre;PESOS;25;MINISTERIO DEL MEDIO AMBIENTE;05;TRANSFERENCIAS CORRIENTES;159.064;1.109.338
2023;Octubre;PESOS;25;MINISTERIO DEL MEDIO AMBIENTE;08;OTROS INGRESOS CORRIENTES;68.200;989.681
2023;Octubre;PESOS;25;MINISTERIO DEL MEDIO AMBIENTE;09;APORTE FISCAL;3.952.420;53.551.314
2023;Octubre;PESOS;25;MINISTERIO DEL MEDIO AMBIENTE;10;VENTA DE ACTIVOS NO FINANCIEROS;0;12.542
2023;Octubre;PESOS;25;MINISTERIO DEL MEDIO AMBIENTE;12;RECUPERACIÓN DE PRÉSTAMOS;0;625.650
2023;Octubre;PESOS;25;MINISTERIO DEL MEDIO AMBIENTE;21;GASTOS EN PERSONAL;3.458.192;37.842.575
2023;Octubre;PESOS;25;MINISTERIO DEL MEDIO AMBIENTE;22;BIENES Y SERVICIOS DE CONSUMO;609.535;5.631.387
2023;Octubre;PESOS;25;MINISTERIO DEL MEDIO AMBIENTE;23;PRESTACIONES DE SEGURIDAD SOCIAL;0;94.827
2023;Octubre;PESOS;25;MINISTERIO DEL MEDIO AMBIENTE;24;TRANSFERENCIAS CORRIENTES;1.261.563;7.337.661
2023;Octubre;PESOS;25;MINISTERIO DEL MEDIO AMBIENTE;25;INTEGROS AL FISCO;0;380.444
2023;Octubre;PESOS;25;MINISTERIO DEL MEDIO AMBIENTE;26;OTROS GASTOS CORRIENTES;23.313;88.150
2023;Octubre;PESOS;25;MINISTERIO DEL MEDIO AMBIENTE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;103.094;656.942
2023;Octubre;PESOS;25;MINISTERIO DEL MEDIO AMBIENTE;34;SERVICIO DE LA DEUDA;0;4.393.671
2023;Octubre;PESOS;26;MINISTERIO DEL DEPORTE;05;TRANSFERENCIAS CORRIENTES;2.324.785;14.792.172
2023;Octubre;PESOS;26;MINISTERIO DEL DEPORTE;06;RENTAS DE LA PROPIEDAD;76;2.174
2023;Octubre;PESOS;26;MINISTERIO DEL DEPORTE;07;INGRESOS DE OPERACIÓN;35.501;1.035.963
2023;Octubre;PESOS;26;MINISTERIO DEL DEPORTE;08;OTROS INGRESOS CORRIENTES;143.224;1.545.593
2023;Octubre;PESOS;26;MINISTERIO DEL DEPORTE;09;APORTE FISCAL;42.382.279;475.009.243
2023;Octubre;PESOS;26;MINISTERIO DEL DEPORTE;12;RECUPERACIÓN DE PRÉSTAMOS;0;117.096
2023;Octubre;PESOS;26;MINISTERIO DEL DEPORTE;21;GASTOS EN PERSONAL;2.597.701;30.431.594
2023;Octubre;PESOS;26;MINISTERIO DEL DEPORTE;22;BIENES Y SERVICIOS DE CONSUMO;427.721;3.631.707
2023;Octubre;PESOS;26;MINISTERIO DEL DEPORTE;23;PRESTACIONES DE SEGURIDAD SOCIAL;0;31.659
2023;Octubre;PESOS;26;MINISTERIO DEL DEPORTE;24;TRANSFERENCIAS CORRIENTES;8.548.175;272.936.775
2023;Octubre;PESOS;26;MINISTERIO DEL DEPORTE;25;INTEGROS AL FISCO;4.383;706.552
2023;Octubre;PESOS;26;MINISTERIO DEL DEPORTE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;9.021;470.408
2023;Octubre;PESOS;26;MINISTERIO DEL DEPORTE;31;INICIATIVAS DE INVERSIÓN;33.352.165;159.278.505
2023;Octubre;PESOS;26;MINISTERIO DEL DEPORTE;33;TRANSFERENCIAS DE CAPITAL;339.663;1.005.242
2023;Octubre;PESOS;26;MINISTERIO DEL DEPORTE;34;SERVICIO DE LA DEUDA;-3.983;11.331.449
2023;Octubre;PESOS;27;MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO;05;TRANSFERENCIAS CORRIENTES;9.423;218.581
2023;Octubre;PESOS;27;MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO;08;OTROS INGRESOS CORRIENTES;20.187;1.142.824
2023;Octubre;PESOS;27;MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO;09;APORTE FISCAL;2.192.316;74.187.936
2023;Octubre;PESOS;27;MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO;12;RECUPERACIÓN DE PRÉSTAMOS;0;1.326.808
2023;Octubre;PESOS;27;MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO;21;GASTOS EN PERSONAL;1.388.897;16.499.838
